"","deployment","participant_id","pm","hepa","k_val_mean","k_val_min","k_val_q25","k_val_median","k_val_q75","k_val_max","peak_hgt_mean","peak_hgt_median","peak_hgt_min","peak_hgt_max","peak_wdh_mean","peak_wdh_median","peak_wdh_min","peak_wdh_max","total_plume_area","n"
"114","CM","500","pm25",TRUE,-0.0309038345111013,-0.185779069843306,-0.0398554034253274,-0.0238344730761722,-0.00603699786886523,-0.00047409386544694,20.4671627906977,7.96,3.663,91.898,268.581395348837,156,43,1358,34983.267,43
"115","CM","501","pm1",FALSE,-0.0295846528342099,-0.0740019685081484,-0.041761168226566,-0.0243990621180796,-0.0156177145135221,-0.00373382442398312,26.5872258064516,27.486,5.773,49.928,116.064516129032,103,26,410,25716.689,31
"116","CM","501","pm1",TRUE,-0.0256366674140455,-0.111291805948719,-0.0389256477087705,-0.0166337412056044,-0.00537796203868264,0.00190667186453293,24.0935945945946,18.571,3.344,49.624,317.297297297297,195,40,1755,58987.931,37
"117","CM","501","pm10",FALSE,-0.125305850293705,-2.31097574560162,-0.0709548873766659,-0.0432890956576992,-0.019766962243909,-0.00097015222422582,149.150755102041,111.678,23.344,613.835,136.897959183673,119,22,484,180489.575,49
"118","CM","501","pm10",TRUE,-0.098550450327426,-0.803612185352866,-0.0928126113072102,-0.0380918894132624,-0.0149425787787817,0.00040460136383847,213.43785106383,137.465,11.076,911.907,224.914893617021,149,24,937,247601.264,47
"119","CM","501","pm25",FALSE,-0.108690822261697,-2.96315958389203,-0.04824016385281,-0.026295684770529,-0.0175155351970795,-0.00552306613112853,40.0162564102564,34.318,6.155,98.418,136.461538461538,123,33,410,48713.269,39
"120","CM","501","pm25",TRUE,-0.0286993568617948,-0.110951618965609,-0.0371963399532959,-0.0202654849321498,-0.00685544377878463,0.00141948761550032,37.0754210526316,30.229,3.952,98.638,324.789473684211,204,31,1738,84946.082,38
"121","CM","502","pm1",FALSE,-0.00415528151832911,-0.0395717521105199,-0.00274543157911381,-0.00137971097635603,-0.000973767393692865,-0.00018156567037586,15.9474444444444,12.9,5.598,44.024,849.666666666667,841.5,40,2348,82742.051,18
"122","CM","502","pm1",TRUE,-0.0293309980892522,-0.109951341993853,-0.0515809111609613,-0.0125025987547092,-0.00842459272553592,-0.00110301490038877,15.447875,8.6495,3.521,49.142,595.8125,166,83,2904,12986.825,16
"123","CM","502","pm10",FALSE,-0.0253498786716108,-0.173452882521072,-0.0346731206097214,-0.00838383223847999,-0.00261075471764812,4.49365970063569e-05,47.0585714285714,43.564,10.372,102.683,353.285714285714,265,22,1052,108636.708,35
"124","CM","502","pm10",TRUE,-0.035913227074783,-0.100057961585937,-0.0554752119478352,-0.030874080625432,-0.00876186510121887,0.00050372429872864,47.8725263157895,27.589,7.946,179.534,316.105263157895,93,41,1240,30018.144,19
"125","CM","502","pm25",FALSE,-0.00430243607312206,-0.014862187013734,-0.00597047371775268,-0.00233655740408135,-0.00118620865116927,-0.0001492280471503,16.9362608695652,14.616,6.255,48.85,631.695652173913,755,45,1370,85538.893,23
"126","CM","502","pm25",TRUE,-0.0354108626322289,-0.112632757128167,-0.054105791626665,-0.0270934438244902,-0.00953199546641525,-0.00163409925416949,16.8808235294118,8.405,3.836,58.405,535.176470588235,165,39,2904,13608.612,17
"127","CM","503","pm1",FALSE,-0.0124659815271451,-0.046768533644205,-0.0162944649557869,-0.0116665836566759,-0.00369069528664345,-0.00022279206009384,25.7116285714286,20.805,5.109,49.857,453.057142857143,328,35,2197,89337.504,35
"128","CM","503","pm1",TRUE,-0.0232131679865499,-0.0400695097337211,-0.0285780777681433,-0.0236491417833793,-0.0177097692697333,-0.00538076883186495,26.23790625,25.227,3.33,49.847,269.28125,168,39,1086,35400.413,32
"129","CM","503","pm10",FALSE,-0.0576130102773991,-1.23203907619934,-0.048216040008645,-0.0231018775026611,-0.00727189139870079,0.00033816259543621,88.264976744186,57.34,11.52,673.193,246.255813953488,143,20,1559,138544.047,43
"130","CM","503","pm10",TRUE,-0.130494110612437,-2.5005852479826,-0.0618171506712789,-0.0304223084851812,-0.0246370684978158,-0.00298821081761199,59.4993888888889,52.08,8.999,376.884,145.722222222222,127.5,24,458,51591.281,36
"131","CM","503","pm25",FALSE,-0.0132261577686563,-0.0483199004193535,-0.0190909219580778,-0.0118823655444614,-0.00322512435256749,-0.00025938003142483,34.0484545454545,40.614,6.112,78.527,410.424242424242,276,35,2197,115414.207,33
"132","CM","503","pm25",TRUE,-0.0236512030169912,-0.0727107221769609,-0.0287327371902882,-0.0244773210221978,-0.0134957841607691,-0.00537927619390333,31.3473548387097,30.687,3.981,83.03,259.322580645161,217,64,1080,39848.403,31
"133","CM","506","pm1",FALSE,-0.00931443237469424,-0.0372593821761944,-0.0100870385498398,-0.00572230034735252,-0.000805695584231578,5.92772835129222e-05,28.926875,26.827,11.413,48.016,1342.5,1126,145,2643,42413.763,8
"134","CM","506","pm1",TRUE,-0.0194881392573474,-0.109872537865903,-0.0099926534469919,-0.00432735268111377,-0.00109672131107032,-3.8334738290719e-05,31.4294285714286,30.11,11.849,49.103,3073.71428571429,1263,928,6704,63413.157,7
"135","CM","506","pm10",FALSE,-0.0243113857135947,-0.110717990036004,-0.0200651144575048,-0.00732597789412595,-0.00520087095587182,-0.00123889616613827,73.1820555555556,48.194,16.84,165.902,469.611111111111,443.5,27,1263,74330.625,18
"136","CM","506","pm10",TRUE,-0.0196090534952709,-0.117628130970697,-0.025699576749613,-0.010755583727973,-0.00256759442395657,-0.00120751864111836,93.6485,83.6805,8.874,296.884,868.454545454545,839,59,2525,138006.457,22
"137","CM","506","pm25",FALSE,-0.0104381223071212,-0.0350167280476061,-0.015465490338901,-0.00526768910117255,-0.00174165700547832,0.00025174531857948,31.5540909090909,33.443,7.342,63.939,966.363636363636,1044,36,2339,55064.685,11
"138","CM","506","pm25",TRUE,-0.00452518262252364,-0.0131627913509298,-0.00627725557365836,-0.00219392781173981,-0.00099120482973938,2.4616237414512e-05,40.23825,38.14,17.606,61.19,2652,1220,925,6431,80725.08,8
"139","CM","509","pm1",FALSE,-0.00330339696659725,-0.0086389624423548,-0.00479998320846441,-0.00096100397457402,-0.00063561422871847,-0.00031022448286292,49.4026666666667,49.946,48.277,49.985,1675.33333333333,1991,309,2726,74332.98,3
"140","CM","509","pm1",TRUE,-0.00591467028586505,-0.0127232695286986,-0.00686351471704881,-0.00412200913005018,-0.00317316469886642,-0.00269139335466125,49.95725,49.9575,49.916,49.998,1120,1168.5,541,1602,40041.179,4
"141","CM","509","pm10",FALSE,-0.00469135937283103,-0.00859294749117566,-0.00722904400680797,-0.00559496653002903,-0.00146500982709407,-0.00057482900904842,54.6256,49.979,48.157,63.904,972,711,284,2676,57467.846,5
"142","CM","509","pm10",TRUE,-0.00912709835865498,-0.028837498844397,-0.0155410993278343,-0.00237981702265441,-0.00125616386500223,-0.00035565102021159,53.1961666666667,51.929,49.825,60.703,723.5,788.5,203,1337,89013.85,6
"143","CM","509","pm25",FALSE,-0.00434322144902605,-0.00862795575749069,-0.00762708426479014,-0.00412459152112087,-0.000840728705356767,-0.00049574699637176,49.748,49.8275,48.564,50.773,1249.75,995.5,303,2705,66317.241,4
"144","CM","509","pm25",TRUE,-0.00447567015250779,-0.0126964888109511,-0.00680528386184105,-0.00365243635678078,-0.00132282264744752,0.00209868091448151,50.3275,50.1475,50.033,50.982,1111.75,1158.5,528,1602,20909.089,4
"145","CM","510","pm1",FALSE,-0.00967826384424887,-0.0339562797387266,-0.0122620484576763,-0.00745069823527681,-0.00372087234341217,-0.00167773116414458,17.877,12.591,5.103,49.841,262.925925925926,219,28,1118,43747.698,27
"146","CM","510","pm1",TRUE,-0.0119177156757892,-0.0403831228694836,-0.0146300807814557,-0.0100255004332809,-0.00408134491733766,-0.00038350206717852,7.22258333333333,4.1995,3.239,25.093,200.583333333333,201,30,446,4977.1,12
"147","CM","510","pm10",FALSE,-0.0268299207561904,-0.170305482387568,-0.0330205381415523,-0.0165189488746178,-0.00832716849949503,-0.0014947117756065,75.2484857142857,47.378,15.542,580.47,181.085714285714,155,21,769,88120.124,35
"148","CM","510","pm10",TRUE,-0.0352363907560358,-0.14972820110648,-0.0450311217555736,-0.0225729189456055,-0.00595538048198507,-0.0006307795166205,81.5526,33.931,8.475,852.312,128.95,85,20,445,48225.902,20
"149","CM","510","pm25",FALSE,-0.00782104182625269,-0.0250969659918014,-0.0100778618146143,-0.00601540455023407,-0.00453371884407496,-0.00257780067985931,22.7042857142857,15.0555,6.228,89.049,267.535714285714,182,44,1039,51364.216,28
"150","CM","510","pm25",TRUE,-0.00981079886738155,-0.042843308774261,-0.0138760741673645,-0.00549895049913668,-0.0038101503582204,0.00039040689080949,10.6289333333333,4.967,3.616,58.452,196.8,190,38,446,8496.307,15
"151","CM","511","pm1",FALSE,-0.258041257128421,-2.37814328171808,-0.242857416896795,-0.0188804310194799,-0.00471407318425019,0.00390066142646427,25.793347826087,24.8095,5.181,49.995,186.760869565217,72,20,786,63676.663,46
"152","CM","511","pm1",TRUE,-0.110898181089468,-0.636101144297391,-0.164396796447912,-0.039758954601563,-0.022476318839269,0.00089177843353778,22.1917307692308,17.4725,3.795,49.176,90.3461538461538,58,20,467,7355.87,26
"153","CM","511","pm10",FALSE,-0.155557687334414,-1.37672643659654,-0.0979530581304699,-0.0214473955335969,-0.00916681116290072,0.00743537368451245,99.4673783783784,45.343,11.162,919.801,168.837837837838,105,21,560,93453.705,37
"154","CM","511","pm10",TRUE,-0.122910932115925,-0.385334914193221,-0.204733392928586,-0.0805958324592057,-0.0450054170271597,-0.0230360842953635,42.8763333333333,42.5915,11.933,93,61.2083333333333,43.5,22,140,12805.922,24
"155","CM","511","pm25",FALSE,-0.247970861380073,-2.35351561280071,-0.210274631787538,-0.0139443795105604,-0.00536465854008427,0.00391769278047392,30.4810697674419,29.283,5.977,73.776,201.325581395349,99,20,721,75648.596,43
"156","CM","511","pm25",TRUE,-0.105387017145033,-0.623683274082743,-0.162001062765981,-0.0358670086137353,-0.021149241941681,0.00105248315166098,23.7671111111111,21.011,4.507,49.333,90.2222222222222,76,21,277,9782.272,27
"157","IB","105","pm1",FALSE,-0.0477905719875349,-0.151668628192366,-0.0567722207383283,-0.0274004750578373,-0.0199996218403946,-0.00192121550509536,24.8092857142857,16.481,12.826,53.551,25.5714285714286,20,12,58,2629.081,7
"158","IB","105","pm1",TRUE,-0.0932836523848668,-0.235892266274264,-0.113735186588134,-0.0964554096022067,-0.0502411881541076,-0.0116451178718846,24.5256153846154,15.697,6.808,102.647,22.0769230769231,18,12,67,3248.715,13
"159","IB","105","pm10",FALSE,-0.0644235894154962,-0.151668628192366,-0.0830952165483815,-0.0413374669737108,-0.0267934687534617,-0.019223166609561,29.5354,16.858,15.553,53.551,24.8,16,12,56,2013.41,5
"160","IB","105","pm10",TRUE,-0.102601385855943,-0.235892266274264,-0.125885646707746,-0.0980384919385246,-0.0777383133385622,-0.00053516452135523,27.545,18.68,10.626,102.647,20,16,12,44,2842.93,11
"161","IB","105","pm25",FALSE,-0.0523164696093906,-0.151668628192366,-0.0622163417610462,-0.0304492249282751,-0.0233118208336991,-0.0130411089556023,24.8092857142857,16.481,12.826,53.551,21.5714285714286,16,12,58,2300.982,7
"162","IB","105","pm25",TRUE,-0.0992359799494843,-0.235892266274264,-0.11981041664794,-0.0972469507703656,-0.0633072118735527,-0.0105443343911077,26.0020833333333,17.1885,9.03,102.647,22.1666666666667,18,12,63,3175.43,12
"163","IB","206","pm1",FALSE,-0.0417792003865322,-0.161906692515905,-0.0640266712304231,-0.0221130221492231,-0.010320451483198,8.7383809886455e-05,30.9779393939394,26.056,11.809,78.695,124.060606060606,37,11,972,46787.533,33
"164","IB","206","pm1",TRUE,-0.0469979195790788,-0.367523662146056,-0.0769110352697245,-0.0157806132259252,-0.00494821625039561,-0.00102229159976039,23.617375,16.355,7.251,74.333,118.8,39,11,962,39143.84,40
"165","IB","206","pm10",FALSE,-0.045040008235755,-0.161906692515905,-0.0790210614104002,-0.0282727673673408,-0.00991818462772369,-0.00156418671638342,31.5176470588235,24.8275,14.911,78.695,62.4705882352941,24.5,11,492,28784.327,34
"166","IB","206","pm10",TRUE,-0.0584443861369746,-0.367523662146056,-0.0802593751936436,-0.0267284715453211,-0.00797043565737912,-0.00074165367010839,28.6609032258065,18.819,10.849,74.333,58.5806451612903,21,11,534,23662.515,31
"167","IB","206","pm25",FALSE,-0.0420483357663091,-0.161906692515905,-0.0559651389966222,-0.0242997473116415,-0.00926252501838843,0.0001469829930506,30.5534285714286,23.599,11.809,78.695,90.7428571428571,30,11,573,42163.996,35
"168","IB","206","pm25",TRUE,-0.04608148418857,-0.367523662146056,-0.0732730646936761,-0.0163027946623565,-0.00631708295858861,0.00690613689532595,22.6871162790698,16.079,7.251,74.333,81.7674418604651,22,11,928,32078.088,43
"169","IB","207","pm1",FALSE,-0.0110567603512535,-0.0606344649808338,-0.00894656709537243,-0.00550412955946218,-0.00471635348830947,-0.00157113403160871,79.2831904761905,19.408,11.074,299.527,317.380952380952,164,11,1015,209833.644,21
"170","IB","207","pm1",TRUE,-0.0249345831772545,-0.0816481379627157,-0.0336572089628846,-0.0165508228587775,-0.0115632491857685,-0.00396635453751987,53.589375,21.7125,6.631,264.327,111.375,93,11,308,42777.668,24
"171","IB","207","pm10",FALSE,-0.0129409279264814,-0.0606344649808338,-0.0135477922420014,-0.00645438230968456,-0.0042709320030226,0.00144775010670994,91.2087222222222,31.6575,14.899,299.527,258.666666666667,66,12,854,196149.092,18
"172","IB","207","pm10",TRUE,-0.0332357398955774,-0.129717755859822,-0.0433336467127178,-0.022940603314317,-0.016941899942523,-0.0083413044431456,62.96195,33.521,10.786,264.327,60.55,45.5,11,231,34265.303,20
"173","IB","207","pm25",FALSE,-0.0116388008642446,-0.0606344649808338,-0.0101958047324449,-0.00563946455058682,-0.00341955391936871,0.00065065682133065,79.5310476190476,19.408,12.279,299.527,304.952380952381,141,13,975,219974.973,21
"174","IB","207","pm25",TRUE,-0.0279601047831274,-0.109633753252095,-0.0383463891070991,-0.0189163225627626,-0.0109476369399805,-0.00343931372950599,57.8511818181818,26.094,7.279,264.327,87.7272727272727,76,11,268,39352.173,22
"175","IB","210","pm1",FALSE,-0.0471538955684783,-0.321611442695975,-0.0498913958192169,-0.0297375681251223,-0.019286272311396,0.00205321546536653,137.842572916667,93.3755,11.041,298.73,115.677083333333,84.5,11,666,404855.885,96
"176","IB","210","pm1",TRUE,-0.0852843212385124,-2.33818553912286,-0.0528599583947317,-0.036295000759605,-0.0199150280812753,-0.00116991627857543,93.4549065420561,21.98,6.35,299.837,113.289719626168,58,11,1528,321749.54,107
"177","IB","210","pm10",FALSE,-0.0479058555791704,-0.29351313767384,-0.0505046586485186,-0.0303736283631121,-0.0218652820041172,-0.00012685885580902,154.83888372093,130.16,15.751,298.73,100.383720930233,88.5,11,474,390599.396,86
"178","IB","210","pm10",TRUE,-0.0895012864625279,-2.33818553912286,-0.0472880977459315,-0.0324787606345082,-0.019496936253538,-0.00121086199616234,114.504284090909,50.82,10.487,299.837,85.3977272727273,61.5,11,622,293041.852,88
"179","IB","210","pm25",FALSE,-0.0487815542812543,-0.321611442695975,-0.0494393859424102,-0.0299895062849763,-0.0207144604096157,-0.0015698029109415,142.776638297872,103.9235,12.095,298.73,111.202127659574,89,11,552,401027.367,94
"180","IB","210","pm25",TRUE,-0.0876475967492179,-2.33818553912286,-0.051849759048131,-0.0352765244711685,-0.0198827163869643,0.00175428820718871,96.4237307692308,23.257,7.195,299.837,99.9230769230769,66,11,1223,315093.294,104
"181","IB","404","pm1",FALSE,-0.255051066909819,-1.42055146465712,-0.208782358179911,-0.0198933212899872,-0.0081955609520266,-0.00139437983396508,99.9105625,73.711,11.351,297.789,66.875,23,11,237,36543.735,16
"182","IB","404","pm1",TRUE,-0.0434835335415092,-0.183757966672625,-0.0560116506781992,-0.0341288864351027,-0.0152427952231802,0.00327382956243842,109.53575862069,54.218,6.897,299.404,105.862068965517,85,12,388,86740.793,29
"183","IB","404","pm10",FALSE,-0.315980725729216,-1.42055146465712,-0.555817404598899,-0.0373716740546054,-0.0194319320424307,-0.00139437983396508,120.041,106.127,17.379,297.789,65.5384615384615,24,11,215,34321.432,13
"184","IB","404","pm10",TRUE,-0.0502906757895861,-0.183757966672625,-0.055432462676476,-0.0366384055631751,-0.0180458380789275,-0.0079836663552255,142.010363636364,110.522,10.634,299.404,87.5454545454545,66.5,11,279,77765.618,22
"185","IB","404","pm25",FALSE,-0.271338521964161,-1.42055146465712,-0.32446070698624,-0.0199953781623911,-0.0114128035967354,-0.00139437983396508,105.814533333333,82.704,12.396,297.789,67.1333333333333,24,11,237,36013.001,15
"186","IB","404","pm25",TRUE,-0.0463613147952166,-0.183757966672625,-0.059185839585268,-0.0348867771049517,-0.01831734275987,0.00327382956243842,117.264851851852,78.003,7.217,299.404,112.074074074074,77,12,365,84680.838,27
"187","IB","409","pm1",FALSE,-0.0252153473649094,-0.0574977502833608,-0.0400344689814932,-0.0213814062736525,-0.0117942201956095,-0.00148816605306084,44.1651666666667,24.372,11.001,170.303,179.958333333333,97.5,11,930,82529.382,24
"188","IB","409","pm1",TRUE,-0.0255467032439173,-0.0955374129241546,-0.0270980568346616,-0.0173180454119067,-0.0100590614078307,0.00606208135154641,30.51746875,15.295,6.411,128.518,115.0625,67,11,665,29144.166,32
"189","IB","409","pm10",FALSE,-0.0261793173003266,-0.0611427122575657,-0.0413307820482718,-0.0230380993350481,-0.0127177307139516,-0.00160702512846584,45.4044166666667,25.57,15.22,170.303,92.4583333333333,56.5,15,882,72343.88,24
"190","IB","409","pm10",TRUE,-0.0332275045135404,-0.0979102616761848,-0.0401307853528943,-0.0208123018693092,-0.0147102117552689,-0.00437669950842945,37.72425,20.675,10.963,128.518,69.1666666666667,33,13,644,20306.981,24
"191","IB","409","pm25",FALSE,-0.0251094058362682,-0.0611427122575657,-0.0406365967894116,-0.0228922435657537,-0.0103414270072938,-0.00154421331518979,44.8164166666667,25.57,12.549,170.303,127.875,84,16,919,76408.547,24
"192","IB","409","pm25",TRUE,-0.0293979819331547,-0.0955374129241546,-0.0337589402918404,-0.0205469514026249,-0.0129952422666985,-0.00244927020217831,32.1060333333333,16.44,8.061,128.518,86.8333333333333,45,15,656,26128.973,30
"193","IB","502","pm1",FALSE,-0.0118404262958562,-0.0432417857440358,-0.0160168710322894,-0.00868480755826837,-0.00544102630944631,-0.00264771315180764,24.892652173913,18.456,10.849,62.883,87.304347826087,70,11,351,31237.377,23
"194","IB","502","pm1",TRUE,-0.0458573547899285,-0.13781765160027,-0.0600273197502231,-0.0401383161999524,-0.0264515805209146,-0.0130225739490231,19.5454814814815,14.345,6.644,62.654,34.4074074074074,22,11,85,8851.351,27
"195","IB","502","pm10",FALSE,-0.0119626851494272,-0.0297407041512033,-0.0158010111508603,-0.00922820397855669,-0.00677333693586897,0.00335753126805129,31.8218666666667,22.765,14.954,62.883,72.2666666666667,40,11,280,22559.929,15
"196","IB","502","pm10",TRUE,-0.0568475862518073,-0.151561705489814,-0.0706898235610276,-0.0574872047453386,-0.0303163684212601,-0.0195125541159647,25.4631666666667,20.828,11.551,62.654,27.6666666666667,18,12,75,6649.857,18
"197","IB","502","pm25",FALSE,-0.0111976591210668,-0.0297388758620994,-0.012832568326764,-0.009004667581959,-0.00598718954101119,-0.00264771315180764,27.7972105263158,19.593,11.755,62.883,85.6315789473684,61,11,331,27558.738,19
"198","IB","502","pm25",TRUE,-0.0517928095899737,-0.151561705489814,-0.0661140250225474,-0.0486617989943191,-0.0288512195540072,-0.0195263122626923,21.7565652173913,18.135,7.512,62.654,29.7391304347826,18,12,78,7728.871,23
"199","IB","513","pm1",FALSE,-0.0103964363127303,-0.0617108128702828,-0.0107547419157992,-0.00735216653238901,-0.00397405896940885,-0.00139329114814193,47.0056363636364,14.1295,10.944,254.337,142.818181818182,76.5,12,403,70404.854,22
"200","IB","513","pm1",TRUE,-0.00959794313654461,-0.0341325070797479,-0.0182881119617842,-0.00546000673441399,-0.00110782463500231,0.00784138596671726,12.08225,8.2555,6.381,37.564,78.5,15,12,309,3313.023,8
"201","IB","513","pm10",FALSE,-0.0111796964174004,-0.033197437334757,-0.00961096831806386,-0.00796925345565883,-0.00510344690415069,-0.00290108679179112,82.0656363636364,24.445,15.303,254.337,150.727272727273,116,15,343,57043.643,11
"202","IB","513","pm10",TRUE,-0.0230011842638631,-0.0341325070797479,-0.0272336575085894,-0.0203348079374309,-0.0174355228559207,-0.0145362377744106,20.233,12.398,10.737,37.564,33.3333333333333,15,11,74,1448.291,3
"203","IB","513","pm25",FALSE,-0.0109614111045472,-0.0617108128702828,-0.00943908898547836,-0.00760989170929056,-0.00431307310846291,-8.12564663131889e-05,55.0861111111111,17.0255,12.102,254.337,160.333333333333,152,11,383,66992.111,18
"204","IB","513","pm25",TRUE,-0.016770833137168,-0.0341325070797479,-0.0234442270678009,-0.0154848415310078,-0.0088114476003749,-0.00198114240690858,17.62225,11.5675,9.79,37.564,62.75,52,13,134,2345.492,4
"205","IB","611","pm1",FALSE,-0.0229728311646461,-0.0602827828768366,-0.0370332849913644,-0.0197662141576918,-0.00819911299920114,0.0059776657960592,24.932975,18.0765,10.88,68.157,92.625,51,11,596,43565.084,40
"206","IB","611","pm1",TRUE,-0.0284950330158547,-0.100241424520954,-0.0370296291402924,-0.0227602707848555,-0.00988662488325043,0.00460221514617067,22.3794905660377,13.098,6.378,272.961,87.6603773584906,41,12,547,45100.763,53
"207","IB","611","pm10",FALSE,-0.0204088505306076,-0.0602827828768366,-0.0306789936614791,-0.0164409189042249,-0.00688503314717458,-0.00216227436035766,29.479,27.404,15.04,68.157,66.5483870967742,43,11,352,27395.147,31
"208","IB","611","pm10",TRUE,-0.0282749223355062,-0.0902514226908133,-0.0349478766892448,-0.0227871169351554,-0.0142496552789243,-0.00248909493468006,30.3754736842105,18.7315,10.731,272.961,62.7105263157895,43.5,11,364,33827.463,38
"209","IB","611","pm25",FALSE,-0.0244498546284274,-0.0602827828768366,-0.0385944604482356,-0.0195265151707174,-0.00885197837955625,-0.00478899511161209,26.3508947368421,20.372,11.85,68.157,82.5526315789474,48.5,11,370,33822.431,38
"210","IB","611","pm25",TRUE,-0.027681411651937,-0.100241424520954,-0.0356766449893827,-0.0222640485555178,-0.0091258717425109,-0.0003067266496979,24.90742,15.0665,7.336,272.961,76.06,37.5,11,394,42360.105,50
"211","IB","612","pm1",FALSE,-0.0132198237443491,-0.061478226304605,-0.0183142533733707,-0.00799489414840836,-0.00437171265147764,-0.0007571326889973,24.8615294117647,16.793,11.068,114.459,150.529411764706,55,11,592,30116.261,17
"212","IB","612","pm1",TRUE,-0.0247030562058093,-0.0669783269461699,-0.0363312751662856,-0.0179622271774278,-0.0118412068445344,0.00443785861426626,14.857625,9.0575,6.393,52.682,48.5625,22.5,11,225,7092.13,16
"213","IB","612","pm10",FALSE,-0.0144163260502447,-0.061478226304605,-0.0192028596249678,-0.00781126945934557,-0.00502585538380959,-0.00235399026345184,30.296,21.018,15.259,114.459,88.4615384615385,60,12,340,21501.775,13
"214","IB","612","pm10",TRUE,-0.0350333515335655,-0.0669783269461699,-0.04816858942914,-0.029788478285534,-0.0195103880218026,-0.0132651746065878,26.3598333333333,22.8195,10.613,52.682,48.1666666666667,39.5,11,114,3657.675,6
"215","IB","612","pm25",FALSE,-0.0137522174134472,-0.061478226304605,-0.0186614937238897,-0.00819897211127768,-0.00386284499994798,-0.00209060350132634,24.7005,16.9875,11.727,114.459,112.222222222222,44,11,514,28683.049,18
"216","IB","612","pm25",TRUE,-0.0272433048075843,-0.0669783269461699,-0.0363312751662856,-0.0223772480516066,-0.0141965738868665,-0.00636507685829711,17.5574166666667,10.421,7.526,52.682,41.3333333333333,17,11,140,4777.965,12
"217","IB","613","pm1",FALSE,-0.0240152545801106,-0.0488327030542991,-0.029784037140446,-0.0224088330163691,-0.0177490253518209,-0.00130167433761797,46.0684,45.911,19.139,80.82,124,55,30,355,11533.373,5
"218","IB","613","pm1",TRUE,-0.0295934979786092,-0.0760580665949531,-0.0384041594396703,-0.0247278449139562,-0.0123843637119965,-0.0038980584769339,50.15275,39.618,14.313,156.211,111.333333333333,78,36,288,17311.77,12
"219","IB","613","pm10",FALSE,-0.0257316758525116,-0.0479209608964052,-0.0379575276262399,-0.0243979148850584,-0.0177490253518209,-0.00063295050303359,46.0684,45.911,19.139,80.82,93.8,36,23,322,10889.041,5
"220","IB","613","pm10",TRUE,-0.028399560630436,-0.0764017165874914,-0.0350804226310363,-0.0253306020210372,-0.0104873636741435,-0.000199027726775,50.15275,39.618,14.313,156.211,69.5,60,14,144,15722.061,12
"221","IB","613","pm25",FALSE,-0.0246190851946879,-0.048686797358652,-0.0313692223973051,-0.0241479138019469,-0.0177490253518209,-0.0011424670637145,46.0684,45.911,19.139,80.82,118.4,55,25,349,11295.263,5
"222","IB","613","pm25",TRUE,-0.0290742639535947,-0.0762538029718575,-0.0387061888843417,-0.0254746772059834,-0.0118605207556145,-0.000199027726775,50.15275,39.618,14.313,156.211,103.666666666667,72.5,30,276,16781.161,12
"223","LF","admin","pm1",FALSE,-0.00171619883065299,-0.00485338149481272,-0.0017619294024032,-0.00138530799175986,-0.00066655584011376,8.61805758246048e-05,5.20617606381992,3.35797202118815,3.09004714246232,12.4657464321495,1258.4,660,352,4048,28192.081110172,5
"224","LF","admin","pm1",TRUE,-0.00148443268337244,-0.00321532036460015,-0.00205284168810213,-0.00154892169443086,-0.00067172643817103,-0.00017765047202976,4.10705023742896,3.956031577771,2.72006055948296,5.65854480422974,1142.85714285714,1200,500,1500,23152.5074313402,7
"225","LF","admin","pm10",FALSE,-0.00298129507756181,-0.00531376693270317,-0.00303887515149752,-0.00277389939361716,-0.0025212336370959,-0.0014619926230536,10.583479063419,9.47116126435713,5.34627462488448,17.3913610714285,836,704,352,1584,34524.6827723311,6
"226","LF","admin","pm10",TRUE,-0.00156722609193432,-0.00427564261843818,-0.00198786253073782,-0.00123677707737996,-0.000698504212196883,-0.00041076647550596,4.51959211608252,4.41702029633226,2.97174305730652,6.46904977999194,937.5,900,300,1500,27891.2810832936,8
"227","LF","admin","pm25",FALSE,-0.00132503866351857,-0.00289179344683472,-0.00196509824761401,-0.00115642280180275,-0.00065997366721707,-0.00014500653364538,5.73582189545037,4.03369554842446,3.63788946954289,13.3144847009526,664,528,264,1584,35654.1357106377,11
