"","deployment","participant_id","pm","hepa","k_val_mean","k_val_min","k_val_q25","k_val_median","k_val_q75","k_val_max","peak_hgt_mean","peak_hgt_median","peak_hgt_min","peak_hgt_max","peak_wdh_mean","peak_wdh_median","peak_wdh_min","peak_wdh_max","total_plume_area","n"
"228","LF","admin","pm25",TRUE,-0.00138941555531319,-0.00267910161929126,-0.00183818186862543,-0.00120715803464625,-0.000895566628218207,-0.00051900380309923,4.19479630421976,3.66897587491663,2.92478423639272,6.23494049224978,962.5,1050,200,1500,25647.3403274663,8
"229","LF","class1","pm1",FALSE,-0.00203335039022307,-0.0043174931562907,-0.00354096054605603,-0.0019811465217397,-0.00033271832533987,-0.00017997387680306,4.54342040104219,3.13408364255103,2.76815962797889,13.1389459724012,794.125,496.5,160,3200,25436.0177132715,8
"230","LF","class1","pm1",TRUE,-0.00279194233867075,-0.00538873738906936,-0.0040491553060137,-0.00305967457187805,-0.00094689485725713,-0.00051524956913551,4.51317845459404,4.95703840328231,3.14860086861321,5.72275083757731,1170,1260,810,1350,17430.6607527873,5
"231","LF","class1","pm10",FALSE,-0.00304604349835117,-0.00454569249224618,-0.00357701303592294,-0.00278714673053049,-0.00261370214169539,-0.00160803491044488,9.67801169043663,7.00891042703819,4.80237396290532,19.2588615432932,834.285714285714,880,400,1120,34391.6560409483,7
"232","LF","class1","pm10",TRUE,-0.00241314496120638,-0.00543422648666358,-0.00347354739658267,-0.0017486752066459,-0.00093058360494187,-0.00047869211119787,4.87255486393924,5.42563667163318,3.39203362881319,5.93265316939945,1098,1170,630,1350,18663.0785748333,5
"233","LF","class1","pm25",FALSE,-0.00228093810638727,-0.00435527629265683,-0.0025706294582697,-0.00225523702011159,-0.00188841214905856,-0.00067569876127769,6.93812185689486,4.91376658506016,3.73432748249503,14.2980709778423,830,920,480,1120,30340.1187101496,8
"234","LF","class1","pm25",TRUE,-0.00237359407037203,-0.00494483262332257,-0.00377407454315528,-0.00171114212067931,-0.00093758229316177,-0.00050033877154121,4.74031235579782,5.30904266610721,3.27883526148684,5.8684346125055,1170,1260,810,1350,18481.5890478961,5
"235","LF","class3","pm1",FALSE,-0.00122590912569916,-0.00428539748166506,-0.0019877974225056,-0.00023389377556554,-0.000143754697203362,0.0002010316167544,4.38853429774773,3.11153400398347,2.78506251897239,9.88196480657144,595.428571428571,564,136,1156,14527.2926022759,7
"236","LF","class3","pm1",TRUE,-0.00248223171824049,-0.00468595368818143,-0.00337046886598573,-0.00278174458466658,-0.00083364690459588,-0.00073934454777282,4.2286394833739,4.51279586871697,2.80952911192853,5.06584124714042,1242,1260,1080,1440,17283.844117022,5
"237","LF","class3","pm10",FALSE,-0.00554658662857245,-0.00866075153309452,-0.00745354649658571,-0.00565482023874152,-0.00374786037072826,-0.00221595450371221,12.6733555341427,12.7602669955122,5.26708841087175,19.9057997346747,663,680,204,1088,20973.4737113037,4
"238","LF","class3","pm10",TRUE,-0.00242167973051417,-0.00551878714779408,-0.00380198108224144,-0.00198636126705122,-0.000965180688834373,-0.00041417152358806,4.28651027651418,4.03958455134439,3.05509193644549,6.2188687656127,639,495,270,1080,21365.5430339935,10
"239","LF","class3","pm25",FALSE,-0.00274217506973008,-0.00444662590500175,-0.00352848234974459,-0.00336266576096073,-0.00176291919447619,-0.00061018213846716,6.58986323247004,5.24842494774413,3.49878939376659,10.9177146587337,639.2,612,204,1088,14502.9692936623,5
"240","LF","class3","pm25",TRUE,-0.00210706480063495,-0.00357968983257408,-0.00284887283002643,-0.0025535401270421,-0.00082783035037096,-0.00072539086316118,4.45372831662986,4.63195447994259,2.96031804698767,5.41892263735536,1170,1260,720,1440,18454.1760144442,5
"241","MF","10","pm1",FALSE,-0.034205929726066,-0.555939761997867,-0.0041917991177385,-0.00367677890482366,-0.00192128692605461,6.75527777730293e-05,42.8577777777778,17.803,6.576,330.013,924.055555555556,650,9,1896,237896.688,18
"242","MF","10","pm1",TRUE,-0.0214346291221377,-0.0263784264539263,-0.0245635521711151,-0.0213002880472885,-0.018171364998311,-0.0167595139400473,15.633,13.2025,5.165,30.962,159,151,105,229,5791.695,4
"243","MF","10","pm10",FALSE,-0.67781215671564,-2.25168275396905,-1.28678290731949,-0.394667855876936,-0.00446040923495868,-0.00072240319675353,45.3688783783784,19.3295,12.954,994.38,271.364864864865,12.5,3,2923,442521.612,74
"244","MF","10","pm10",TRUE,-1.19622132625771,-2.90970834358933,-1.70145636382844,-1.25499067944935,-0.189869878009251,0.0322984303889441,21.5956829268293,14.645,11.297,63.917,40.9756097560976,6,3,372,26008.537,41
"245","MF","10","pm25",FALSE,-0.00277843590622032,-0.0058367278123049,-0.00367849269296459,-0.00293703211737056,-0.00195726727818045,3.34331735800315e-05,54.9211875,19.962,7.484,430.477,1051.6875,656.5,369,2311,260233.475,16
"246","MF","10","pm25",TRUE,-0.0207977479736748,-0.0242412290039404,-0.021879272904994,-0.0195173168060476,-0.0190760074585419,-0.0186346981110363,21.6276666666667,22.211,11.142,31.53,197,202,154,235,7070.463,3
"247","MF","11","pm1",FALSE,-0.0203985913788847,-0.0518123236632518,-0.0242902702860125,-0.0197347895914637,-0.0127470715305761,-0.00239618220320795,34.0390434782609,16.978,6.445,212.573,378.869565217391,212,70,3550,83777.26,23
"248","MF","11","pm1",TRUE,-0.0189749352881989,-0.0321711804464108,-0.0269768903773136,-0.0186941682636778,-0.0138910927401738,-0.00048912480271543,91.6171666666667,49.637,7.679,280.986,901.833333333333,465,106,4656,131134.855,12
"249","MF","11","pm10",FALSE,-0.369253352179249,-2.74369521874171,-0.0716661884031451,-0.0298883729018812,-0.00837646651803585,0.00033624748905239,194.167490909091,82.593,14.413,1513,263.236363636364,139,3,2887,652394.719,55
"250","MF","11","pm10",TRUE,-0.154688221778995,-1.29959221804473,-0.0576883689183213,-0.0305235969638973,-0.00951587145613747,0.0011662551211894,186.237,96.624,12.632,648.092,393.423076923077,188.5,3,3426,360255.002,26
"251","MF","11","pm25",FALSE,-0.0177787690157199,-0.0335394224729504,-0.0222304553649338,-0.0184967837708921,-0.0149239041276379,-0.00155159975229745,52.6172380952381,26.47,7.524,236.189,496.666666666667,300,90,3567,116749.482,21
"252","MF","11","pm25",TRUE,-0.0201316953483514,-0.0383301672589478,-0.0295574418713609,-0.0187062252291797,-0.0127453254106096,-0.00041643936644531,98.7319230769231,47.433,8.922,458.266,804.538461538462,444,86,4693,147302.192,13
"253","MF","2","pm1",FALSE,-0.00098875306767823,-0.00183622030524066,-0.00141248668645944,-0.00098875306767823,-0.000565019448897015,-0.0001412858301158,66.3525,66.3525,32.921,99.784,3509,3509,1840,5178,118403.008,2
"254","MF","2","pm1",TRUE,-0.00737681755656935,-0.0623752498521272,-0.00179959456774218,-0.00112482448580017,-0.0004386878858454,0.00155908340128775,13.4329,5.8465,4.633,75.846,1614.4,1364.5,89,5250,100460.789,10
"255","MF","2","pm10",FALSE,-0.00589963571639789,-0.0188995585974762,-0.0101468144315152,-0.00349431776655519,-0.000235394179851927,0.00013936836831396,51.784375,16.686,13.14,258.393,855.125,309,52,3438,246125.139,8
"256","MF","2","pm10",TRUE,-0.0104326846558518,-0.0580724158712482,-0.0154456251162193,-0.00495144289786555,-0.00167078136976383,0.00247881519493697,27.5613684210526,22.289,11.609,121.321,559.263157894737,382,45,2248,172358.577,19
"257","MF","2","pm25",FALSE,-0.00448403554706618,-0.012364421824891,-0.00654326025085544,-0.00072209867681988,-0.000543842408153765,-0.00036558613948765,65.7523333333333,38.303,9.118,149.836,2408.66666666667,1950,110,5166,163379.935,3
"258","MF","2","pm25",TRUE,-0.00722715837537341,-0.0475362533322192,-0.00539644662014159,-0.00118661798921425,-0.00038150543567235,0.00103873558868629,17.8033333333333,11.353,5.79,86.232,1641.22222222222,1661,123,3839,123604.871,9
"259","MF","3","pm1",FALSE,-0.00559954533155584,-0.0100057607450737,-0.00745516644578751,-0.00540370842421059,-0.00354808730997892,-0.00158500373272848,44.276,42.304,6.707,85.789,1317.25,1005.5,469,2789,62028.734,4
"260","MF","3","pm1",TRUE,-0.018255939123317,-0.0446601492522071,-0.0230105884836903,-0.0139272818961221,-0.00655733040887149,-0.00212156439735293,17.774875,10.6385,6.746,47.617,605,500.5,46,1548,20716.648,8
"261","MF","3","pm10",FALSE,-0.0121890290512131,-0.0426574595978237,-0.00798888303866526,-0.00713926838071663,-0.00673651135426046,-0.00426970681885859,47.8061111111111,39.015,16.173,108.229,476.444444444444,302,57,1084,88497.86,9
"262","MF","3","pm10",TRUE,-0.0207644563242475,-0.0498246863261445,-0.026490345648225,-0.0220691720534929,-0.0126043290123439,-0.00219016051512481,64.0809333333333,39.786,13.873,206.949,323.733333333333,296,58,1075,62035.908,15
"263","MF","3","pm25",FALSE,-0.00534853839577483,-0.009765394424142,-0.00654800333611944,-0.00487590793155389,-0.00418433685465064,-0.00136904943240817,40.6454,18.026,8.695,91.591,1076.2,925,322,2562,72082.694,5
"264","MF","3","pm25",TRUE,-0.0167269581617825,-0.0371263747669572,-0.0232732857558706,-0.0120929301463318,-0.00652369144382827,-0.00486891083565365,26.17,22.2045,7.74,48.175,756.5,814.5,61,1585,33544.228,8
"265","MF","5","pm1",FALSE,-0.00698349462104695,-0.0253274535001068,-0.00844742411958984,-0.00295254745279278,-0.00083378844899045,-0.00035695363926561,27.0884444444444,19.013,7.42,78.43,2516.33333333333,1026,154,10690,143533.179,9
"266","MF","5","pm1",TRUE,-0.00761353227724968,-0.0349963559975957,-0.00424959815438641,-0.00282764444004475,-0.00101318184852769,0.00010239492470942,13.8201666666667,5.648,4.869,54.295,729.5,639,65,1640,18468.236,6
"267","MF","5","pm10",FALSE,-0.0302861722544572,-0.285511474338108,-0.0238786592241773,-0.0113989688124517,-0.00450603810851922,-0.00018767176624934,36.0385161290323,23.17,13.123,236.566,597.096774193548,158,12,4989,174164.918,31
"268","MF","5","pm10",TRUE,-0.945329056470766,-3.00525566780603,-1.72701264213168,-0.0445867854349869,-0.0104864975589176,-0.00030483914328384,24.5695333333333,17.519,12.476,60.971,196.2,55,3,1330,22887.381,15
"269","MF","5","pm25",FALSE,-0.0125642455742161,-0.0704047070129631,-0.0181964476084503,-0.00395390558083826,-0.00223789100854596,-0.00017331445424637,31.0180769230769,20.005,7.592,133.593,1671,771,44,10511,156719.838,13
"270","MF","5","pm25",TRUE,-0.00776411874000638,-0.0244506632727049,-0.00934501712317875,-0.0031262227604254,-0.00154532437725304,-0.00035336616646982,18.847,6.999,6.074,55.316,814,769.5,77,1640,17867.654,4
"271","MF","6","pm1",FALSE,-0.00360881385996399,-0.0118544790856265,-0.00528898304406725,-0.00156397605546077,-0.00057837410386496,-0.00010852758279623,39.0591428571429,20.646,6.859,94.637,2505.42857142857,1135,389,6113,194322.705,7
"272","MF","6","pm1",TRUE,-0.00490299866171695,-0.0172926968832573,-0.00704628107963517,-0.00022804656958268,-8.09473518239858e-05,0.0001329785757144,21.1446,14.638,5.722,38.24,2674.4,1932,128,5944,121102.433,5
"273","MF","6","pm10",FALSE,-0.0074075200232047,-0.0210414414853836,-0.0121983985952536,-0.00544352840453483,-0.00112069097772512,-0.0002624066909334,87.6354166666667,41.316,16.13,262.085,1223.16666666667,792,26,4687,338733.375,12
"274","MF","6","pm10",TRUE,-0.0756477783041552,-0.797524444693584,-0.022492911785906,-0.0111126276756478,-0.00296439566304854,-0.00041149546168497,99.1075384615385,36.13,11.348,810.591,1076.46153846154,534,32,2743,281658.152,13
"275","MF","6","pm25",FALSE,-0.00404469030003054,-0.0132738666565268,-0.00545254376122075,-0.00182659209475996,-0.00091105629136889,-0.00048517324374773,52.432,34.87,16.596,123.203,2235.85714285714,2110,440,5175,215953.395,7
"276","MF","6","pm25",TRUE,-0.00440930288229927,-0.0149439965593607,-0.00424300184712226,-0.00370518294360098,8.61631892835342e-05,0.00075950374930408,21.157,19.763,5.982,41.047,2745.4,2091,128,8233,144570.767,5
"277","MF","7","pm1",FALSE,-0.0217492333499523,-0.105792479437082,-0.0204027149487419,-0.0106232003481078,-0.00721013599597799,-0.00057244201865681,99.0617272727273,27.079,7.267,384.962,688.363636363636,408,136,2813,193207.791,11
"278","MF","7","pm1",TRUE,-0.0138975043052535,-0.0345734800673292,-0.0207049671197356,-0.0144968116254,-0.00614273906308604,-0.00094828133809927,47.0849090909091,38.63,6.342,137.603,579.909090909091,410,218,1281,57964.612,11
"279","MF","7","pm10",FALSE,-0.0246988942602931,-0.0879155614781971,-0.036816901700576,-0.0103362196859851,-0.00621961820148842,-0.00270098622031288,111.519733333333,57.615,13.006,459.113,520.333333333333,315,27,2752,245548.433,15
"280","MF","7","pm10",TRUE,-0.0703440782059845,-0.645820634072185,-0.059627829614326,-0.0163215076596987,-0.0115350197211362,-0.00213079782773784,116.984875,75.19,12.342,657.5,408.1875,392.5,13,1228,123256.903,16
"281","MF","7","pm25",FALSE,-0.0194506414666008,-0.100438791049477,-0.0148710787112952,-0.011074411619977,-0.0051932676645014,-0.0008580372535764,109.179454545455,28.421,11.773,459.043,728.909090909091,407,99,2797,210420.502,11
"282","MF","7","pm25",TRUE,-0.122824637505655,-1.32947407723856,-0.021835012309478,-0.01635673669426,-0.00550149046613544,-0.00061957924806545,51.4489166666667,45.6655,7.495,139.66,548.916666666667,402.5,5,1341,72533.377,12
"283","MF","8","pm1",FALSE,-0.0314348847159773,-0.0983774993474521,-0.0323072248442139,-0.0164142011014601,-0.0149999117195987,-0.0106382194353035,70.63,14.869,9.316,329.695,202.285714285714,233,22,372,21809.88,7
"284","MF","8","pm1",TRUE,-0.0384097518148534,-0.0475887777812949,-0.0413967216382292,-0.0352046654951635,-0.0338202388316326,-0.0324358121681018,23.8726666666667,16.433,7.588,47.597,98.3333333333333,88,60,147,1968.996,3
"285","MF","8","pm10",FALSE,-0.0443834734318511,-0.266194373299163,-0.0504792650484201,-0.0203163386489924,-0.0118500223767142,-0.0026445586350246,81.5072222222222,27.5535,13.444,638.038,124.222222222222,93.5,13,355,50976.578,18
"286","MF","8","pm10",TRUE,-0.0702830556276602,-0.241556655821578,-0.0733852792855863,-0.0570839920892418,-0.0314639386850447,-0.0219898703529519,49.9403571428571,29.3475,11.371,320.079,149.214285714286,68,11,566,25461.468,14
"287","MF","8","pm25",FALSE,-0.0688570468876721,-0.286007277827446,-0.0513691954466033,-0.0217787981199722,-0.0154434540562754,-0.0112074814509302,89.4545,19.1745,7.928,622.283,168.3,121,18,378,32104.296,10
"288","MF","8","pm25",TRUE,-0.0484930380762795,-0.0721481001192551,-0.0525139066489345,-0.0459779406887528,-0.040403762275073,-0.0314214806493821,29.0736,13.741,7.644,65.699,131.6,85,35,341,5058.476,5
"289","RH","business_s1","pm1",FALSE,-0.00626143985480257,-0.014369397109874,-0.00865290086397752,-0.00514565166791531,-0.00361920850001207,-0.0001631606173445,3.20198675707071,3.06505376388558,2.50371717931731,5.16964470255527,90.5333333333333,75,50,250,2590.82375920798,15
"290","RH","business_s1","pm1",TRUE,-0.0117131031176683,-0.0162009313774593,-0.0139570172475638,-0.0117131031176683,-0.00946918898777286,-0.00722527485787738,3.30577859003501,3.30577859003501,0.642802337103746,5.96875484296627,264,264,176,352,500.18038446493,2
"291","RH","business_s1","pm10",FALSE,-0.0106720413998239,-0.0318542790234008,-0.0152494567296434,-0.00800625281896323,-0.00532171980376539,-0.00342496842636629,4.34383907552183,4.08550450622825,2.79241830847482,8.61362129498616,92.6470588235294,100,50,175,3344.09654625658,17
"292","RH","business_s1","pm10",TRUE,-0.0284419342359346,-0.0350854944062594,-0.0337197439356249,-0.0323539934649903,-0.0251201541507723,-0.0178863148365542,6.1964918703748,6.53739764261436,1.47694742382395,10.5751305446861,190.666666666667,132,88,352,873.782792668108,3
"293","RH","business_s1","pm25",FALSE,-0.00593604665664671,-0.0152494567296434,-0.00835785099845114,-0.00470143112091392,-0.0036395758276441,-0.00029960700078189,3.37559870680325,3.26427983843229,2.62688309008286,5.27551990620647,84.875,75,50,150,2590.33120978609,16
"294","RH","business_s1","pm25",TRUE,-0.0159733112472687,-0.0159733112472687,-0.0159733112472687,-0.0159733112472687,-0.0159733112472687,-0.0159733112472687,6.51744680710083,6.51744680710083,6.51744680710083,6.51744680710083,352,352,352,352,503.546711569674,1
"295","RH","business_s2","pm1",FALSE,-0.0198924863239742,-0.0419630194779428,-0.0259733262512977,-0.0170677557578631,-0.0123112896116011,-0.00607268824018322,3.959345,3.6344,2.7518,6.6208,59.2,48,32,144,1953.41055,20
"296","RH","business_s2","pm1",TRUE,-0.0814275976467792,-0.145098286612114,-0.117918448085984,-0.0738916048600435,-0.0465045821264768,-0.0306032167040935,4.12303571428571,2.60755,1.2422,11.7559,55.7142857142857,48,24,156,661.4146,14
"297","RH","business_s2","pm10",FALSE,-0.0351314882208068,-0.309611504772223,-0.0274942750025108,-0.0214240229116009,-0.0125918303272528,-0.00627254037764127,4.92414,4.573,2.7707,7.6015,62.5,64,32,192,2490.2525,20
"298","RH","business_s2","pm10",TRUE,-0.0792998063549369,-0.139975473817808,-0.112592358950173,-0.0844244502314435,-0.0501600670695111,-0.00144198891346593,4.95404285714286,3.979,1.6399,11.9578,42,36,24,120,1045.07325,14
"299","RH","business_s2","pm25",FALSE,-0.019506519484746,-0.0400118428245488,-0.0275519874819515,-0.0163491496488473,-0.0121869978260539,-0.00440820096695922,4.067245,3.6901,2.7707,6.7411,58.4,48,32,144,1987.28165,20
"300","RH","business_s2","pm25",TRUE,-0.0794167128590469,-0.143150100632119,-0.116014116739769,-0.0715025875090008,-0.0427025506491097,-0.0302337710223773,4.20862142857143,2.6982,1.3584,11.7789,52.2857142857143,48,24,156,691.73105,14
"301","RH","principal_s1","pm1",FALSE,-0.00322906001292524,-0.0058614965783733,-0.00435918187495756,-0.00210896996082463,-0.00195268219986431,-0.00186296945060639,6.64838,6.9281,4.1755,9.3138,500.2,400,50,975,4968.4181,5
"302","RH","principal_s1","pm1",TRUE,-0.00643925410427536,-0.0361057499321109,-0.00579934464385457,-0.00319403019652021,-0.00207012257327597,-0.00102820665383015,2.1443343338221,1.19060558790083,0.838669974952254,9.98908670279921,316.285714285714,176,88,1496,3612.09668449878,14
"303","RH","principal_s1","pm10",FALSE,-0.0086999163740529,-0.047153711145432,-0.00615065959568241,-0.0030179738982839,-0.00194768622246341,-0.00015483131337762,8.953825,7.75735,4.303,22.774,312.625,175,75,801,9038.6393,8
"304","RH","principal_s1","pm10",TRUE,-0.0081568572762841,-0.0346507978708816,-0.00835867297280768,-0.0052934745948385,-0.00263071752619668,-0.00065623032342812,3.05772232805226,2.01909826345496,1.4409980339305,12.1599374296672,210.857142857143,132,72,1144,4892.65136368754,21
"305","RH","principal_s1","pm25",FALSE,-0.00255629674389249,-0.00461727780149567,-0.00256834114522319,-0.00227265298383043,-0.00201032487350126,-0.00158541065845277,6.63268333333333,6.68215,4.2591,9.5625,416.833333333333,287.5,75,901,5628.9819,6
"306","RH","principal_s1","pm25",TRUE,-0.00524468183872462,-0.0341018202181989,-0.00491724676377207,-0.00254729712576645,-0.00189148956391975,-0.00087961068883205,2.31546189859697,1.32017217150866,1.0051082811395,10.9317413378242,295.2,176,88,1496,4168.37842959956,15
"307","RH","principal_s2","pm1",FALSE,-0.0035389868900157,-0.0090791682313096,-0.00550166023236127,-0.00260823152987556,-0.00105412246316341,-0.00015130315622402,4.36483636363636,3.8425,2.7754,6.0478,202.909090909091,96,48,576,6137.87275,11
"308","RH","principal_s2","pm1",TRUE,-0.00457172518979797,-0.020043608709393,-0.00430553779692923,-0.00371902699244903,-0.00278480277181439,-0.00063494854978853,1.82350952549831,1.0159459187692,0.899543138980021,6.55707028740582,370.5,176,88,1584,2916.19996846921,12
"309","RH","principal_s2","pm10",FALSE,-0.00919864317297782,-0.0365360528510102,-0.0133317214532819,-0.00674376036568201,-0.000449095066071632,-1.20134550525288e-05,7.76182857142857,5.71835,3.9881,31.789,154.285714285714,84,48,552,8494.3732,14
"310","RH","principal_s2","pm10",TRUE,-0.0122008995212795,-0.0854251019674033,-0.00907454924907521,-0.00611550224549695,-0.0026890473198692,-0.0007395142244662,3.42246415686483,2.12491827766176,1.22872382538569,8.1294,296.4,220,88,1188,4160.66581145176,15
"311","RH","principal_s2","pm25",FALSE,-0.00332179175753624,-0.00773629116338995,-0.00573474362140077,-0.00232862497309812,-0.00117790274756453,-0.00044305847332458,4.81554,4.8148,3.1587,6.6155,223.2,120,48,624,6513.1319,10
"312","RH","principal_s2","pm25",TRUE,-0.00437183658731422,-0.0189835763620038,-0.00475097038499315,-0.00364124680879837,-0.00108896740699031,-0.0001519862447547,2.04883084983984,1.3575193657546,0.965983989870412,7.0914375919052,370.5,198,88,1584,3251.94310114522,12
"313","RH","superintendent_assist","pm1",FALSE,-0.00551365708330244,-0.0128248169688397,-0.00760442246082192,-0.00384524164314122,-0.00263206252817723,-0.00168459378367729,3.75083333333333,3.4599,2.6989,5.8636,131.866666666667,100,50,325,3252.5313,15
"314","RH","superintendent_assist","pm1",TRUE,-0.00597270708254891,-0.0397331688090126,-0.00489636368102418,-0.00331912994834336,-0.00251143643131196,-0.00089677737467474,1.68408077814676,1.1027358142268,0.780011329969035,9.02628213972926,244.882352941176,159,88,968,2618.21654846822,17
"315","RH","superintendent_assist","pm10",FALSE,-0.0125534540760523,-0.0342604422558999,-0.0171340481450484,-0.0107626584931172,-0.00529283067113367,7.36003782962668e-05,5.49765714285714,5.4571,2.8155,8.353,135.928571428571,100,50,550,5519.3026,14
"316","RH","superintendent_assist","pm10",TRUE,-0.00890588291436514,-0.0358736662053134,-0.0109243301847363,-0.00527764017272302,-0.00314076879199158,-0.00024522621282251,2.56718570718031,1.77606398715153,1.04875523598731,10.5305036374386,149.033333333333,132,88,484,4642.21613497632,30
"317","RH","superintendent_assist","pm25",FALSE,-0.00554183032462909,-0.0128989071468082,-0.00738021010463472,-0.00413939660074825,-0.00259345930799204,-0.00168726426271556,3.87166428571429,3.5085,2.7962,6.9285,141.285714285714,100,50,603,2989.3111,14
"318","RH","superintendent_assist","pm25",TRUE,-0.00564641350970221,-0.0366204953755959,-0.00512750399398832,-0.00344015451362258,-0.00191739483552218,-0.00081498422242844,1.79870555039868,1.17331180501612,0.844905003059228,9.51197424871725,238.611111111111,167.5,88,1012,2897.13748743138,18
"319","SS","front","pm1",FALSE,-0.22870744910317,-0.674532884289647,-0.373526674057083,-0.229137404788263,-0.027414166421221,-0.00419022369161199,2.58905,2.3546,1.3748,5.1248,49.34375,6.5,3,743,3728.8318,32
"320","SS","front","pm1",TRUE,-0.171546644195389,-0.566187121094277,-0.249425485823571,-0.190137684085149,-0.0159776575535171,0.00132190121487506,2.25731538461538,1.99145,1.0565,5.0212,137.884615384615,9.5,3,2226,9278.292,26
"321","SS","front","pm10",FALSE,-0.450367990448735,-1.76462760981519,-0.625302775715799,-0.443084835617226,-0.0924380900013062,-0.00269748137481888,9.547034375,5.21705,2.4374,34.4026,39.375,5,3,311,8782.9808,32
"322","SS","front","pm10",TRUE,-0.3934246536704,-1.70815978857782,-0.648247309499675,-0.249283009267937,-0.0428231528962367,0.00130552080249992,6.83721891891892,4.4695,1.7898,19.0139,70.5675675675676,5,3,679,13271.2714,37
"323","SS","front","pm25",FALSE,-0.192669688016461,-0.623633267153062,-0.353579456566232,-0.154636933420222,-0.020652674424938,0.00029448009261054,3.4128935483871,2.6531,1.5569,13.7065,73.0322580645161,8,3,568,6554.1811,31
"324","SS","front","pm25",TRUE,-0.17310592398276,-0.548908629996676,-0.286935121308512,-0.177574974006682,-0.0117813790513952,-0.00063722652074757,2.80714642857143,2.11845,1.3114,7.1266,146.5,6.5,3,2198,11929.8079,28
"325","SS","kitchen","pm1",FALSE,-0.254398916329132,-0.596352449911134,-0.380797693211093,-0.263324988596823,-0.149493377919372,-0.00531666569840941,2.18167096774194,1.9732,1.2648,8.5481,37.7741935483871,5,3,745,2703.8797,31
"326","SS","kitchen","pm1",TRUE,-0.238298629742532,-1.38964031593255,-0.2880659303317,-0.154958981725117,-0.0200222369835234,-0.0005703570308876,2.26248,2.0829,1.1266,5.5074,134.133333333333,6.5,3,2217,10800.6701,30
"327","SS","kitchen","pm10",FALSE,-0.494728356312248,-1.13519955727167,-0.65810223636547,-0.493653785824193,-0.242378580152724,-0.00639208668494471,7.29678518518519,5.8943,2.3023,22.9466,18.4074074074074,5,3,279,2853.6618,27
"328","SS","kitchen","pm10",TRUE,-0.327488497549791,-1.6590841041823,-0.382920743152825,-0.18139820587867,-0.0331486543850158,-0.00050697026458332,8.03211111111111,4.1358,1.858,36.7767,71.8055555555556,7.5,3,837,10998.4063,36
"329","SS","kitchen","pm25",FALSE,-0.14297600748855,-0.328722817641615,-0.235723483352362,-0.127998595805675,-0.0351189371711599,-0.0045333292037351,3.01500357142857,2.44135,1.5089,9.9758,40.75,6,3,711,3149.5685,28
"330","SS","kitchen","pm25",TRUE,-0.197967192303119,-1.28184797258495,-0.277536724484616,-0.0398848853463891,-0.00674337300419353,0.00013116608258318,2.86628,2.42595,1.2908,7.0545,131.266666666667,24,3,2130,11645.7033,30
"331","SS","toddler","pm1",FALSE,-0.184259726785581,-0.362010837989856,-0.265126793113872,-0.187748807248034,-0.1388735116918,-0.00014558580108072,1.785192,1.6657,1.2429,3.3801,33.88,5,3,638,1728.0215,25
"332","SS","toddler","pm1",TRUE,-0.209406102972876,-0.823220382545724,-0.310990983780517,-0.192128415483902,-0.0310005404054653,-0.00033957415456155,1.84510588235294,1.5176,1.0492,4.2314,84.8235294117647,5.5,3,672,6272.234,34
"333","SS","toddler","pm10",FALSE,-0.498963283184274,-1.47372693630279,-0.759645903540617,-0.427706189028553,-0.238515071117215,-0.00397797260621593,13.3142884615385,4.9191,2.2047,77.4575,29.5384615384615,5,3,247,7169.4686,26
"334","SS","toddler","pm10",TRUE,-0.346211703488615,-1.30662362935405,-0.527145704459384,-0.316173403907795,-0.0363917552292135,-0.00120177770234848,14.0325,3.24185,1.7948,110.5197,49.2105263157895,5.5,3,545,14330.048,38
"335","SS","toddler","pm25",FALSE,-0.197700802570409,-1.2983958489602,-0.24869835024257,-0.162744737525752,-0.030160257705006,-0.00521055103232081,2.77558333333333,1.9315,1.622,10.2838,38.9583333333333,5,3,587,2550.3098,24
"336","SS","toddler","pm25",TRUE,-0.222866403294992,-1.37432243557642,-0.258719875609995,-0.186789980490953,-0.0149685838917738,-0.00040187095072944,3.13254848484848,1.9467,1.2562,14.1005,96.5454545454545,6,3,754,8268.9159,33
